90 100089
44 27 16
25 22 15
0 7 70
4 88 16
17 19 55
82 11 25
42 34 69
48 26 83
15 85 49
85 13 43
42 47 68
42 88 33
39 24 73
33 88 88
32 78 71
46 50 89
1 42 58
54 78 72
33 53 87
77 81 71
22 17 68
48 3 66
79 83 62
5 14 32
77 55 23
10 88 1
85 82 36
70 24 2
30 69 7
29 36 18
25 52 48
9 69 90
9 26 66
89 85 52
68 88 10
41 15 65
40 56 9
72 17 69
11 45 8
31 12 18
58 25 41
19 82 29
26 36 91
12 7 8
37 55 25
45 87 91
12 44 52
51 75 68
68 26 12
17 22 31
47 43 11
23 24 81
22 68 68
2 83 65
9 25 7
64 57 35
58 45 6
2 46 7
66 77 54
31 11 64
86 27 23
11 86 18
87 83 70
70 67 28
27 63 43
15 23 30
11 13 100
88 20 20
75 53 76
80 86 99
28 14 88
17 20 43
54 43 22
56 29 1
19 6 95
3 4 84
13 84 4
69 66 88
47 56 1
3 30 26
24 29 34
4 14 25
76 61 45
54 63 3
35 84 37
42 75 92
68 56 41
65 69 71
47 32 46
37 48 35
45 66 17
64 72 86
15 86 99
48 16 10
46 5 75
34 82 9
24 66 7
13 26 55
19 50 25
24 28 5
50 70 37
74 65 20
85 16 62
11 53 59
6 61 83
44 72 91
88 40 14
3 77 66
34 57 51
21 42 42
41 74 13
2 31 51
3 53 26
66 88 51
52 28 86
19 15 100
11 56 44
75 25 46
36 31 12
0 26 27
20 23 67
78 34 21
84 9 27
45 13 64
16 61 43
7 43 71
69 40 4
33 65 24
66 54 78
42 4 13
32 84 32
15 64 23
35 80 16
79 64 61
84 56 2
65 2 73
35 5 18
43 76 7
21 28 91
42 54 73
68 87 46
63 5 9
50 32 36
76 26 66
39 72 25
6 75 46
74 54 69
66 76 50
71 45 100
30 76 51
88 31 17
54 75 20
30 82 25
25 88 9
57 62 59
53 74 9
80 87 75
43 11 2
19 72 80
77 75 93
53 43 36
33 34 30
35 71 41
7 49 27
21 22 49
37 20 72
59 8 34
72 44 83
41 33 41
85 72 62
47 62 63
5 52 43
82 49 81
14 66 33
43 29 7
18 39 28
67 0 59
22 29 57
36 40 66
22 38 13
62 44 35
66 67 87
80 7 43
11 83 69
32 7 99
9 66 84
1 3 22
38 3 13
42 53 63
13 55 25
40 33 79
31 59 41
57 8 24
9 56 4
35 49 76
71 23 84
65 46 83
19 18 31
75 80 4
48 67 89
29 72 32
19 88 78
6 23 76
78 56 24
15 87 96
10 42 50
62 25 76
19 87 24
1 63 84
3 20 35
35 64 86
11 21 67
84 10 15
5 42 58
56 49 95
50 32 91
66 42 67
77 58 4
37 69 30
66 36 54
60 22 15
54 23 58
2 8 70
52 74 88
20 14 47
47 51 73
84 55 30
23 81 79
40 21 11
48 2 36
69 51 75
68 9 60
57 31 1
14 74 16
20 86 13
27 21 53
60 13 38
30 16 20
51 21 54
41 46 7
36 47 20
15 36 6
33 2 71
11 85 1
39 58 58
52 57 92
51 88 64
29 11 33
45 73 67
56 57 34
82 32 30
65 80 21
16 79 86
71 22 36
0 85 100
68 66 85
4 34 5
70 25 87
82 47 98
3 65 44
72 84 37
87 74 45
59 31 100
34 8 92
14 71 47
15 78 81
10 37 22
8 15 10
69 7 37
78 37 95
35 59 34
57 77 29
57 40 46
14 46 73
78 88 4
34 62 57
16 57 86
11 69 9
71 42 62
82 25 44
70 79 64
89 24 83
50 47 11
71 27 25
50 60 77
19 69 22
69 3 73
26 28 85
14 16 90
31 62 97
56 57 80
83 85 62
89 14 9
43 7 5
71 75 17
75 87 84
27 45 1
76 6 47
60 1 60
51 78 62
28 73 63
44 73 48
9 63 98
5 68 9
50 7 4
53 26 39
41 45 34
44 41 91
68 75 39
79 2 86
44 30 85
54 88 71
65 51 21
59 47 30
37 0 60
72 65 52
20 68 32
40 56 38
20 51 81
18 67 71
1 23 26
24 87 99
56 68 13
13 11 29
34 69 55
25 39 20
0 21 85
77 24 97
54 86 88
8 33 68
65 81 50
20 85 22
25 21 33
1 72 77
73 65 77
33 31 95
62 88 96
63 57 58
30 11 83
23 45 11
83 15 67
26 13 21
41 37 54
63 55 59
88 28 92
75 48 94
19 83 69
0 52 74
56 45 7
69 61 27
33 18 1
76 54 60
40 18 96
64 85 61
10 87 32
32 6 26
76 70 10
28 68 21
30 22 13
49 35 62
24 77 28
28 71 99
13 41 84
87 14 85
38 18 10
60 6 39
25 15 60
41 85 72
58 4 18
88 13 49
78 75 74
3 22 100
88 49 28
29 32 39
66 26 72
14 83 88
28 34 27
11 27 5
58 43 34
9 10 80
88 6 70
43 56 89
82 26 96
74 64 67
45 82 77
39 1 27
18 2 49
37 27 49
39 28 28
38 70 26
39 69 99
37 71 72
46 48 37
27 0 40
44 9 26
13 3 32
31 53 68
23 24 47
31 85 18
65 62 20
72 2 100
6 71 8
9 83 67
51 9 30
40 50 64
13 26 57
75 67 96
87 71 33
36 76 7
38 16 66
23 64 20
1 4 38
18 41 32
59 33 16
49 67 15
6 24 42
88 58 46
31 76 45
89 7 40
68 73 41
74 61 99
14 77 46
88 74 94
36 79 18
28 46 54
24 19 62
15 7 77
36 14 22
54 60 57
70 71 3
45 69 47
89 6 54
27 15 61
42 4 39
3 60 59
61 0 54
43 29 21
47 18 45
39 11 36
83 70 71
55 16 36
5 21 52
44 48 94
11 20 67
28 1 86
36 76 56
78 60 29
18 7 62
48 29 32
87 49 7
38 88 54
8 9 95
74 45 32
39 31 49
41 37 34
76 9 97
53 42 53
48 72 47
68 11 41
76 16 64
55 83 6
54 14 37
27 46 23
13 28 19
26 78 80
48 25 54
31 26 49
78 69 40
20 22 63
46 71 33
80 40 22
84 32 9
36 40 18
65 48 13
55 44 28
23 48 36
17 85 32
29 76 85
27 7 58
83 57 5
74 15 70
2 5 77
15 76 10
37 22 55
79 10 75
30 24 91
24 25 44
17 69 29
8 39 64
10 22 14
27 4 88
78 59 86
50 76 91
63 33 31
1 86 15
77 80 27
85 55 38
33 44 70
79 69 73
1 44 3
62 57 64
30 18 8
53 15 6
18 52 56
81 13 49
49 34 8
80 36 31
43 72 60
48 24 50
45 0 63
0 71 14
37 34 19
16 27 47
68 61 59
80 39 61
25 48 44
38 43 59
52 61 57
56 32 67
55 59 73
45 57 84
20 85 59
1 44 96
33 37 59
58 68 64
4 42 63
0 65 6
86 76 89
77 55 3
27 10 13
19 73 4
6 30 76
63 66 7
74 31 45
66 6 22
52 64 51
16 17 84
76 79 33
20 32 78
17 5 4
82 48 100
23 29 46
18 12 58
11 10 79
87 16 50
51 7 2
15 12 98
48 24 2
68 70 89
86 22 17
69 43 31
36 51 17
41 82 64
51 23 14
70 66 76
34 53 75
82 12 89
30 60 32
21 78 4
60 53 13
5 30 79
8 34 80
67 14 85
69 70 74
88 6 87
17 23 82
31 61 96
89 72 31
22 5 12
49 4 28
65 26 85
35 79 84
63 36 49
26 60 47
88 3 73
10 5 94
34 32 92
48 37 88
27 38 81
28 57 86
15 1 86
81 60 68
56 62 21
29 50 51
20 15 90
0 58 91
56 16 12
56 46 40
15 44 73
38 82 62
67 86 34
45 44 76
89 18 89
68 37 16
78 36 60
75 46 26
10 58 13
80 65 10
39 81 67
89 6 35
2 4 13
77 18 74
9 67 69
29 41 95
31 57 47
66 71 32
20 46 59
58 16 71
41 28 49
69 70 46
64 57 74
27 65 68
44 31 44
8 60 98
9 83 72
51 52 24
13 53 41
84 31 38
22 1 21
83 10 7
19 29 37
57 10 64
38 70 39
47 68 18
19 29 59
67 77 63
73 52 78
57 73 47
61 5 69
84 74 45
70 2 68
31 76 100
10 25 95
21 22 53
9 37 49
51 33 17
1 7 52
14 52 94
66 57 73
25 43 19
9 14 25
11 18 45
46 32 46
36 81 99
69 53 39
60 3 52
84 87 40
62 43 27
23 9 20
26 79 80
14 79 58
51 28 47
66 88 81
56 69 80
83 14 19
8 49 46
4 45 71
8 50 10
56 75 26
77 29 30
88 45 55
36 38 91
1 2 78
31 17 26
13 7 62
63 50 62
8 67 81
12 65 43
66 86 1
21 74 18
11 31 54
19 80 10
19 1 84
39 57 23
52 1 64
85 34 84
81 86 89
3 15 64
68 77 33
41 31 10
76 81 64
1 48 47
85 68 84
29 67 46
21 56 81
46 62 69
88 0 91
84 50 97
73 61 6
76 18 22
23 46 56
40 41 19
23 17 42
9 58 16
76 40 69
46 3 16
60 52 13
52 25 1
66 32 62
38 8 53
49 46 77
38 29 42
3 86 66
68 82 47
41 74 53
24 19 66
85 25 69
61 62 74
31 56 93
2 8 28
13 43 48
14 73 21
51 52 1
58 79 76
5 35 57
19 12 4
7 28 89
53 83 19
79 4 94
15 67 78
63 61 36
52 43 66
52 76 61
74 59 41
55 64 87
82 21 4
57 77 94
66 8 35
81 24 73
47 44 47
27 0 50
11 49 70
22 86 74
18 8 68
72 3 22
71 10 3
32 80 17
23 49 29
37 30 3
57 39 70
69 56 26
76 23 26
41 38 32
45 13 45
34 46 54
11 8 48
48 58 43
68 62 38
40 75 40
76 60 7
7 70 84
26 54 58
48 39 96
38 32 85
24 8 67
71 59 37
87 10 19
40 33 35
65 11 27
42 8 82
8 13 98
51 18 46
74 88 16
27 86 71
44 32 30
58 53 15
71 12 57
32 82 13
39 35 96
69 32 39
50 71 80
41 44 20
62 70 41
12 68 64
81 20 22
48 82 30
74 41 45
61 88 13
57 35 10
53 41 84
61 29 43
26 19 31
72 51 74
5 19 5
26 69 52
65 51 29
84 36 9
55 47 98
33 0 16
19 74 45
20 77 99
23 48 90
38 62 4
23 65 92
37 17 57
60 22 11
76 14 95
3 11 94
8 79 23
8 4 46
80 22 98
13 88 38
81 8 16
69 73 91
16 46 38
73 82 9
53 20 37
41 31 91
48 59 84
86 19 1
30 53 60
4 57 53
57 48 91
48 7 16
12 57 27
66 20 54
69 60 58
88 68 57
8 69 16
52 11 97
32 19 62
46 63 26
34 43 23
27 13 55
74 9 3
30 11 11
16 5 51
78 2 31
82 34 95
15 1 79
63 42 96
81 82 1
86 72 63
43 74 1
78 83 61
79 44 63
50 43 92
13 64 81
57 60 85
22 1 5
74 79 48
84 4 10
38 77 3
55 22 10
22 23 45
51 86 78
3 10 91
1 60 74
45 84 3
46 67 1
88 75 62
64 58 89
58 51 27
76 57 31
2 83 1
7 49 4
7 45 99
5 54 77
62 15 69
25 30 19
78 14 38
9 52 61
55 86 1
8 17 47
69 19 22
80 57 48
63 30 73
39 1 65
75 24 93
83 46 24
70 19 62
78 38 87
85 17 73
84 17 82
65 23 83
27 53 2
31 88 88
56 42 58
44 42 38
74 75 60
0 36 67
64 20 97
76 46 86
37 86 11
60 11 53
12 11 30
88 46 20
19 54 1
88 9 91
80 24 33
65 37 91
43 87 78
83 63 42
40 39 92
60 40 53
35 24 47
16 25 40
9 78 71
50 11 43
30 52 77
2 33 71
19 31 77
87 17 81
85 86 46
22 64 23
75 36 100
83 44 42
30 61 90
41 87 75
28 0 14
2 85 25
39 7 12
70 78 26
40 36 61
67 30 64
9 19 18
73 30 62
53 46 25
88 42 20
10 81 71
7 36 44
78 34 98
75 71 34
47 70 29
26 44 1
79 35 12
35 66 17
62 69 34
0 46 5
11 16 2
52 50 32
86 27 94
73 37 7
40 74 98
62 88 9
26 66 57
51 32 25
60 74 52
27 49 2
35 56 85
24 67 73
77 33 72
33 71 95
72 71 96
81 49 83
87 29 77
69 12 77
3 5 44
33 22 88
76 31 34
51 3 30
28 10 42
78 39 14
15 67 34
39 58 13
57 78 7
69 22 25
73 11 89
42 5 47
44 23 36
85 67 69
35 62 17
44 36 71
86 65 57
74 5 89
52 61 74
47 78 66
20 57 33
79 8 65
2 10 1
43 5 46
50 34 80
83 80 31
50 76 38
85 28 77
69 14 6
45 8 71
69 25 9
54 52 8
33 69 74
31 47 7
0 21 75
21 87 61
56 71 5
62 65 53
67 5 72
75 80 85
64 59 29
26 39 96
65 76 11
21 25 82
53 27 16
48 30 12
72 27 64
16 76 96
36 49 94
65 52 85
50 36 10
70 46 61
33 67 46
87 16 93
59 39 53
41 11 99
32 34 51
79 56 5
23 31 18
12 2 85
86 63 70
71 27 51
83 79 89
5 36 9
11 15 74
72 21 45
29 19 46
21 74 81
49 64 17
64 13 4
33 70 20
22 56 72
77 38 26
43 13 79
66 11 26
83 66 47
14 38 3
29 24 74
29 18 95
24 50 43
79 57 43
86 76 39
21 10 40
77 9 53
65 82 35
43 21 54
1 45 83
44 25 52
39 32 21
28 48 63
8 31 66
15 58 57
22 34 49
36 7 76
65 11 61
59 34 37
27 45 28
54 2 1
70 11 45
73 42 11
64 56 33
13 34 13
64 61 26
66 2 4
46 82 51
88 77 81
11 5 70
72 23 56
62 31 88
49 65 22
51 44 43
26 74 89
17 59 31
65 12 74
40 1 85
62 20 86
60 1 40
0 49 84
46 17 43
54 64 1
7 66 31
2 74 88
60 39 36
16 13 17
81 63 3
21 53 97
84 29 74
78 14 83
45 32 99
38 56 22
31 6 55
3 31 90
16 24 10
75 29 46
40 60 78
13 9 76
49 74 99
18 29 24
57 77 39
81 77 40
15 18 64
31 68 57
43 81 42
53 23 41
47 11 28
23 29 59
44 26 93
41 87 97
86 76 67
84 82 50
25 39 94
53 9 46
78 51 36
6 27 70
84 0 99
11 15 35
26 70 91
78 17 25
59 46 18
2 23 43
51 12 68
81 80 33
50 85 52
70 39 42
33 85 36
62 45 68
75 73 8
32 13 25
23 7 51
50 3 70
32 10 86
6 46 83
76 77 90
81 63 35
35 55 1
40 22 16
37 30 91
47 63 42
17 34 69
88 21 69
74 56 17
44 58 82
64 33 34
18 32 88
61 78 73
17 15 47
12 4 87
68 52 45
58 23 1
66 38 31
34 40 23
36 87 50
77 51 31
43 82 34
38 84 67
86 83 16
16 53 94
40 73 71
42 25 17
5 9 18
21 75 3
12 8 96
81 21 85
13 47 26
44 86 23
6 40 44
76 67 9
3 26 61
88 36 55
48 88 47
48 14 71
89 20 74
60 84 29
75 33 34
45 39 4
7 5 98
74 76 97
4 78 100
80 57 88
89 14 59
22 16 27
31 42 84
72 1 59
8 33 71
80 60 99
53 2 73
10 54 26
22 9 75
77 2 73
59 88 74
21 31 15
68 15 63
43 41 66
12 74 22
89 11 70
71 51 92
0 72 87
55 31 63
81 15 52
40 81 32
32 58 41
2 74 42
87 84 53
12 15 72
36 13 69
3 19 91
66 73 16
69 53 52
2 45 77
14 2 57
33 60 78
19 45 11
79 75 54
75 80 80
35 59 8
0 61 78
76 44 100
39 43 9
32 16 40
20 76 39
71 66 88
77 66 95
37 80 55
78 3 37
38 25 65
32 1 16
85 42 99
54 7 25
79 87 33
30 8 6
89 80 32
45 47 17
38 27 48
72 53 42
36 2 89
4 52 44
31 71 37
87 32 1
6 33 63
44 25 63
34 88 64
77 78 54
89 56 29
3 73 23
39 54 73
38 80 75
44 49 52
78 23 80
9 2 43
13 73 44
0 43 81
18 51 80
8 16 24
27 73 76
71 24 94
75 49 51
64 69 79
67 31 17
34 51 86
78 57 25
81 27 49
72 39 7
87 2 88
2 50 77
20 41 97
16 85 72
4 52 49
76 15 17
9 2 34
41 53 68
27 87 35
54 23 42
14 55 91
33 74 6
39 40 1
78 28 71
57 80 34
7 76 89
25 13 21
53 21 19
29 23 52
65 13 28
63 54 46
67 40 23
89 49 96
18 10 54
32 50 66
55 84 57
49 23 97
5 52 51
21 56 69
83 70 41
21 70 25
36 8 67
80 55 99
58 64 39
20 62 51
76 41 4
32 56 19
0 71 48
60 48 24
8 11 95
58 51 38
20 10 10
28 16 42
89 52 10
1 83 10
72 41 13
25 79 25
56 45 33
5 44 46
67 79 78
74 16 70
86 72 18
1 24 17
75 22 47
23 21 85
69 20 29
55 17 9
41 16 71
29 87 26
60 40 16
83 1 78
4 19 77
35 51 42
34 23 78
29 43 55
76 16 71
28 63 27
82 55 18
39 67 17
56 24 4
40 57 38
49 80 47
71 5 14
26 8 85
4 11 80
56 31 2
21 42 64
87 33 63
44 85 63
81 66 48
41 85 3
54 25 6
84 50 18
56 10 53
9 54 39
60 55 81
86 77 38
80 5 29
39 67 37
22 52 86
0 36 91
19 49 57
10 13 100
4 1 91
35 73 87
0 18 32
20 81 15
0 51 42
48 35 89
49 15 10
48 73 46
65 68 77
10 71 73
0 54 48
57 7 81
58 63 25
72 18 54
14 56 2
0 10 96
40 24 24
2 5 32
39 25 75
60 71 71
64 70 93
73 78 35
27 53 15
54 51 12
19 54 11
47 15 68
35 2 41
77 65 72
64 77 57
74 11 96
1 37 62
89 24 11
11 15 93
37 42 74
35 86 76
76 53 47
44 30 23
64 36 48
81 57 16
35 13 2
7 0 79
84 39 56
2 67 18
69 87 97
11 10 25
48 73 59
34 75 38
57 65 92
85 65 81
68 6 47
75 19 39
3 23 76
11 52 26
41 47 10
50 20 98
35 31 29
14 22 75
72 65 19
3 36 87
43 13 9
57 56 49
37 2 28
18 19 34
3 79 79
73 76 78
13 41 19
28 41 23
78 5 63
37 3 22
58 40 69
76 36 51
2 88 5
46 5 75
38 77 16
42 76 5
64 5 28
28 66 14
64 79 8
3 61 14
76 70 2
24 80 72
8 67 25
35 8 35
57 58 13
2 84 1
62 84 11
58 47 76
57 37 68
25 45 97
88 37 34
37 40 73
34 48 15
43 45 24
70 58 23
73 85 51
13 81 96
