93 100038
71 77 12
3 76 30
26 29 72
61 86 54
79 92 74
10 14 20
5 92 66
2 3 77
50 53 7
52 69 43
53 86 64
16 53 31
79 85 34
50 65 17
72 74 95
3 30 35
2 54 15
42 52 1
3 90 86
0 1 97
36 66 1
41 48 6
49 91 43
13 76 77
19 38 47
35 92 27
59 77 34
8 65 51
11 85 82
60 77 38
16 58 1
52 76 59
9 21 5
10 23 82
46 56 84
8 58 11
17 36 67
32 86 52
36 63 53
86 90 91
3 37 51
7 43 36
10 16 42
27 46 42
9 74 16
45 92 74
17 89 78
42 61 63
74 83 70
1 59 82
23 51 48
8 72 67
26 82 32
31 64 37
32 81 58
66 80 18
18 71 89
25 43 73
42 54 23
9 28 21
58 80 28
14 36 83
49 52 64
9 88 72
24 78 6
17 43 83
34 73 83
0 52 11
8 26 72
8 67 73
11 56 37
66 75 24
50 81 95
37 55 7
38 72 28
68 91 60
4 70 6
22 42 32
41 64 84
40 88 64
66 77 70
24 73 12
16 21 68
60 91 70
13 59 15
14 41 53
4 12 1
15 56 1
12 27 63
5 65 43
82 85 82
26 91 94
37 50 13
65 66 35
4 24 11
4 65 12
53 76 18
40 42 69
57 72 69
45 65 75
40 83 70
39 77 2
12 78 1
30 49 38
30 90 39
70 88 25
20 33 12
54 92 23
42 44 28
38 79 44
23 63 7
66 84 86
65 80 91
37 64 69
4 19 17
0 73 83
4 79 68
20 86 23
51 81 75
55 87 60
28 88 59
24 82 74
2 41 48
20 47 68
85 92 15
44 55 70
28 40 18
12 46 89
77 92 25
11 70 69
45 70 18
29 57 39
0 37 22
12 85 17
4 33 73
36 55 80
65 75 97
20 40 28
19 83 58
28 42 64
55 82 66
3 68 6
27 38 69
61 78 30
79 84 50
53 78 40
11 24 74
11 65 75
26 55 9
13 56 43
39 79 24
9 10 84
15 41 12
2 48 64
27 33 75
28 47 34
10 61 53
34 46 60
50 59 39
64 65 92
4 40 89
4 81 90
9 22 94
36 62 96
18 54 3
28 49 80
8 57 27
27 45 85
0 46 84
66 67 51
59 71 56
44 57 92
1 37 2
24 65 39
59 81 20
47 57 9
16 52 23
83 90 11
52 70 81
14 72 8
72 83 21
13 34 38
43 53 70
31 46 76
6 72 18
50 66 55
34 51 3
74 75 46
75 91 78
18 61 19
6 74 64
41 90 45
24 60 45
3 82 38
7 88 23
8 64 43
26 76 81
21 29 34
66 74 67
27 91 29
51 61 92
41 42 4
24 72 55
10 63 75
49 85 41
48 81 46
21 82 45
21 41 44
33 89 39
14 79 24
7 42 28
8 59 49
7 83 29
11 89 14
31 53 92
13 41 54
14 21 19
18 27 4
15 57 90
51 56 98
21 34 4
5 64 59
6 81 80
46 79 66
76 79 48
17 30 65
48 76 52
56 78 88
32 80 50
54 72 16
30 31 77
6 33 39
22 87 19
58 79 20
45 55 5
14 76 76
46 72 26
14 35 75
16 66 55
41 51 66
40 75 46
44 81 31
45 57 51
47 54 37
31 58 35
70 80 1
55 69 99
22 43 97
7 92 91
55 67 26
36 91 5
62 80 11
34 36 14
47 66 47
32 87 66
11 50 35
30 38 93
82 84 74
27 76 40
14 42 91
62 92 21
19 65 97
54 81 78
2 33 24
3 69 95
74 84 84
78 90 69
9 46 9
69 73 58
18 41 36
35 71 36
0 89 49
27 30 45
10 41 46
67 69 32
3 4 50
2 88 81
38 80 82
40 46 1
9 60 65
20 85 15
17 54 4
18 36 42
18 55 92
27 83 56
36 42 62
19 70 40
42 79 27
5 73 97
53 65 22
40 60 57
9 55 71
24 45 5
8 51 76
42 91 37
8 90 4
43 91 41
35 80 98
75 78 84
33 74 26
58 59 37
49 70 1
4 37 5
1 33 97
35 73 58
40 55 63
15 81 5
8 44 9
26 56 47
49 84 84
83 84 33
15 83 51
64 74 18
38 51 37
35 85 68
57 78 23
1 84 35
24 52 21
64 76 64
38 53 83
34 47 98
30 74 42
31 91 63
4 51 61
0 45 76
17 75 76
23 37 46
55 59 53
91 92 55
63 76 33
58 66 53
62 72 38
49 79 90
2 13 41
64 69 24
48 73 22
17 68 36
16 92 16
23 30 6
24 47 27
64 71 70
13 33 30
48 75 68
56 68 18
6 13 5
41 89 37
63 81 3
33 37 93
64 83 80
13 86 41
52 74 13
20 65 32
11 37 68
28 67 68
22 81 68
31 40 74
70 81 90
14 68 52
2 20 57
56 63 24
26 29 48
28 79 78
80 91 65
13 40 46
12 64 26
17 46 31
31 52 84
4 53 83
19 43 17
3 47 15
8 70 21
39 65 73
0 18 77
10 26 6
70 76 96
15 39 78
54 61 44
37 91 95
4 65 93
56 77 80
36 85 27
72 84 35
26 34 18
11 42 11
53 59 95
35 51 2
19 57 73
7 48 6
21 88 53
1 62 6
5 58 57
10 81 63
17 53 47
16 77 27
35 63 12
24 32 38
41 62 38
60 89 24
26 87 2
6 87 88
27 63 22
20 28 99
19 52 79
34 76 7
16 31 32
34 78 53
35 58 18
18 88 69
24 46 94
59 62 75
7 55 22
41 67 8
10 47 78
44 87 39
77 85 66
18 30 64
16 84 43
69 72 50
41 69 54
44 89 85
31 76 23
49 62 4
23 65 80
7 9 27
2 87 73
8 45 98
16 38 48
33 68 48
1 25 73
41 64 60
30 54 8
27 65 44
3 27 32
7 23 83
5 24 18
9 54 63
41 76 70
6 60 89
16 33 54
48 55 61
4 84 38
23 31 95
23 72 96
8 33 64
7 76 94
14 55 85
6 14 94
6 55 95
57 84 55
72 76 62
31 37 44
4 38 43
71 76 31
37 74 9
9 61 79
71 78 77
37 76 55
38 52 75
4 50 53
4 91 54
36 72 60
10 15 85
63 77 98
11 29 44
28 59 44
31 32 50
35 38 35
2 12 33
37 69 15
21 73 13
5 45 90
44 67 56
45 84 77
5 84 18
12 58 75
29 88 75
45 82 4
46 58 24
0 49 8
30 68 40
35 50 45
9 27 64
36 67 66
1 10 84
3 41 64
20 71 64
42 63 30
29 30 70
18 22 91
19 37 39
2 67 90
37 83 71
68 69 7
52 73 5
25 74 4
61 92 62
19 88 4
11 36 60
60 88 67
0 3 13
0 63 64
87 91 32
19 90 50
59 88 36
9 32 34
33 41 25
38 54 97
42 60 82
13 80 39
36 74 82
1 56 28
9 73 8
0 58 70
13 82 85
25 81 20
26 83 97
66 81 83
0 70 80
58 81 93
1 51 34
18 80 45
8 25 91
15 60 14
8 23 18
26 35 56
0 12 75
15 62 60
68 90 79
1 63 44
9 80 24
24 72 31
28 68 82
60 90 89
33 50 87
0 24 85
0 65 86
15 55 20
24 33 76
8 18 24
12 24 9
26 30 62
6 38 9
15 16 65
49 56 26
14 40 45
21 53 30
14 91 10
23 50 16
24 26 36
7 54 14
12 36 19
13 53 40
16 73 71
47 78 57
4 25 76
48 54 77
31 63 5
17 49 91
25 42 41
5 76 45
81 92 89
65 77 37
21 48 36
52 84 89
14 45 15
18 82 67
28 46 77
7 49 20
22 60 77
11 14 4
30 43 63
12 31 25
6 45 25
27 81 10
6 47 71
44 52 16
4 32 92
47 85 73
35 76 6
36 52 26
24 35 98
41 65 98
2 91 5
12 45 81
28 51 47
15 18 87
3 69 71
69 90 38
1 29 5
5 25 56
9 65 35
35 88 16
45 83 93
11 62 21
52 62 84
15 71 98
31 84 77
58 69 1
5 78 67
34 43 6
3 23 76
47 92 89
69 85 44
31 77 37
4 78 36
9 60 41
53 89 42
9 19 40
11 16 26
79 90 85
27 42 31
27 83 32
67 81 18
18 55 68
2 59 66
3 76 87
1 36 21
44 54 38
43 50 43
11 69 37
29 75 57
47 87 95
16 51 42
9 14 46
20 58 46
11 30 82
35 90 38
36 66 58
75 88 24
33 35 47
27 49 47
30 79 12
0 50 46
18 21 83
35 92 84
71 84 85
31 55 32
66 71 13
25 34 68
59 75 18
60 77 95
58 71 23
27 51 93
17 34 78
34 64 78
1 4 82
35 44 43
35 85 44
6 27 88
53 91 64
7 41 47
11 78 99
14 20 38
50 72 90
70 72 4
33 40 17
50 70 17
15 54 36
42 59 74
59 89 74
74 81 81
22 33 27
21 91 1
40 79 59
58 66 29
6 78 26
24 64 7
46 76 12
8 68 5
31 62 48
32 79 69
48 92 48
4 63 47
70 84 14
23 49 32
7 36 53
51 65 54
14 34 94
31 64 94
66 80 75
34 71 94
38 77 79
21 45 6
9 28 78
57 63 64
82 88 87
20 84 58
23 44 38
22 40 43
56 80 4
40 86 75
70 81 66
65 71 86
4 10 12
48 80 14
55 78 55
29 55 74
24 73 69
39 63 3
2 32 43
15 56 58
38 84 95
21 52 22
22 54 99
61 76 65
30 37 85
5 63 27
24 85 79
77 83 20
12 76 12
17 58 17
2 44 53
36 85 3
28 33 59
27 29 64
13 54 78
26 53 44
30 90 96
70 88 82
21 47 28
23 63 64
41 79 18
29 62 90
46 92 90
13 47 38
16 36 2
48 89 76
10 50 2
18 52 38
36 39 8
59 67 45
39 72 65
43 78 50
49 74 14
50 91 35
12 83 28
16 89 13
4 31 84
21 61 84
9 13 89
36 51 18
28 40 75
45 70 75
8 48 22
12 85 74
83 88 46
18 47 44
5 84 99
41 86 34
49 69 20
85 87 78
16 43 18
25 62 75
2 85 3
3 61 23
13 25 33
10 59 64
45 75 45
69 84 36
9 59 33
40 64 19
8 55 38
16 38 24
60 67 25
11 75 69
52 56 82
56 62 67
27 82 24
18 54 60
7 21 13
39 43 20
56 72 31
25 67 45
14 19 54
14 60 55
49 76 36
54 58 41
34 37 4
16 91 35
56 74 77
5 43 44
40 59 25
32 78 85
72 83 78
8 11 89
56 67 37
78 79 42
6 72 75
44 77 20
33 75 40
52 63 98
0 90 39
18 61 76
7 28 29
43 46 87
47 52 72
27 60 19
27 91 86
54 65 57
38 69 55
5 50 60
9 61 55
72 88 48
13 39 65
48 79 30
36 72 36
20 76 34
7 83 86
14 21 76
30 75 56
29 45 4
29 86 5
46 75 4
64 87 42
33 82 56
3 48 80
56 76 99
37 88 41
4 62 39
9 44 44
40 80 97
23 89 25
47 59 88
1 10 60
36 86 92
19 54 19
3 60 90
46 72 83
46 70 10
35 62 31
29 42 56
11 55 86
0 22 39
14 28 92
36 40 97
70 80 58
69 76 63
4 69 55
9 32 10
10 34 87
5 11 81
1 73 8
35 57 37
70 73 18
2 31 35
7 13 40
19 61 35
24 84 41
3 7 55
18 85 15
51 83 42
26 40 26
44 86 58
27 76 97
67 74 83
10 44 24
10 85 25
2 33 81
38 66 83
69 71 69
17 57 9
35 69 47
26 42 72
29 49 72
35 71 93
70 87 74
2 26 41
2 86 92
23 62 26
22 89 98
67 69 89
10 39 30
81 83 3
1 24 92
0 82 66
51 90 58
15 74 46
50 90 27
16 88 5
9 53 82
41 73 16
60 61 74
50 92 73
13 70 20
0 36 71
16 90 51
17 66 71
15 26 5
15 67 6
23 28 41
8 30 10
61 77 79
15 28 51
33 74 83
40 53 74
56 66 53
6 52 41
23 81 52
46 50 27
39 88 7
13 65 26
31 36 63
15 21 11
39 49 52
8 44 66
1 82 46
83 84 90
29 32 37
46 62 37
49 82 68
38 51 94
13 77 36
14 57 1
32 63 21
19 39 6
36 69 6
31 87 1
63 74 44
39 42 12
65 91 69
63 76 90
41 75 38
80 82 60
48 73 79
52 79 64
17 68 93
21 74 78
41 77 84
3 38 10
8 20 15
39 56 68
11 81 47
18 19 37
4 56 88
9 77 21
44 59 8
46 71 99
63 81 60
3 91 21
28 63 6
0 60 10
15 42 83
18 72 48
32 72 83
39 51 74
43 57 59
11 35 52
5 49 52
45 88 39
34 74 42
42 57 28
21 81 94
35 54 7
41 53 33
45 49 84
43 50 19
0 55 16
32 36 22
2 11 1
34 67 2
37 87 33
56 75 91
5 44 58
28 72 95
11 40 22
60 92 29
34 69 48
47 58 80
0 67 26
9 86 83
2 23 11
0 11 94
29 89 89
78 80 56
27 49 23
10 77 1
9 79 43
60 87 35
16 77 84
65 69 40
32 43 38
17 92 32
35 63 69
24 30 22
7 60 73
25 46 54
16 29 43
65 81 50
18 86 80
44 75 86
24 83 33
11 49 84
26 39 18
0 76 88
50 82 3
2 73 74
69 70 61
9 45 58
44 87 96
6 90 12
57 63 40
11 13 23
42 83 70
22 57 23
30 40 9
27 70 95
14 46 80
3 13 33
51 79 86
6 44 17
24 90 49
84 91 41
15 73 38
20 55 43
22 52 29
27 34 34
30 54 65
6 56 27
5 80 7
47 79 98
64 68 97
14 53 96
4 43 94
31 83 96
3 20 49
19 74 29
2 44 29
89 91 47
73 78 68
63 68 66
57 82 66
62 64 71
61 88 51
5 75 13
81 91 57
30 59 35
3 32 59
19 86 39
20 62 59
12 90 44
30 61 81
79 87 31
53 81 21
22 61 91
41 91 4
23 75 50
45 87 55
29 74 76
13 78 74
47 84 41
71 88 98
19 81 45
63 75 82
3 85 43
25 77 9
10 64 34
76 85 1
29 86 86
38 45 92
42 51 77
36 63 4
41 45 9
72 81 62
27 48 66
17 79 65
61 90 73
10 18 39
45 75 21
33 46 76
50 57 26
43 54 5
17 31 24
34 61 24
25 33 60
87 89 43
1 42 29
18 71 40
8 55 14
25 84 25
87 91 89
50 69 36
59 88 93
68 79 1
74 78 27
26 28 97
5 60 24
40 76 5
41 52 25
50 71 82
13 80 96
17 86 81
52 68 68
19 42 66
18 66 46
9 73 65
51 64 73
41 54 71
3 87 65
8 69 70
10 25 55
10 66 56
49 88 22
32 78 61
17 38 40
34 68 40
25 40 76
6 31 50
40 71 11
45 53 16
8 21 29
24 75 9
16 23 65
16 64 66
48 86 73
34 70 86
3 51 4
7 47 55
39 69 62
30 41 98
40 83 21
14 26 46
9 78 35
38 69 31
26 84 5
5 9 35
7 40 15
12 22 20
29 52 20
13 58 91
32 44 76
15 55 77
14 79 57
54 77 43
21 51 41
38 81 41
25 47 92
25 88 93
6 38 66
22 92 46
44 84 12
12 34 30
29 64 30
11 58 10
47 76 68
21 53 87
13 51 51
1 27 40
14 91 67
35 67 1
24 26 93
3 58 20
55 70 7
12 36 76
13 53 97
27 67 11
14 33 62
30 87 42
6 89 4
25 42 98
58 79 53
28 42 15
12 29 36
18 51 57
32 92 93
4 76 71
20 42 25
19 66 5
7 49 77
12 31 82
55 84 63
38 88 57
6 45 82
58 91 63
30 92 12
35 74 17
36 50 37
4 28 30
28 39 94
44 52 73
40 87 89
12 43 92
11 67 72
12 84 93
22 51 21
31 70 78
36 52 83
2 91 62
37 66 42
42 48 47
4 81 41
22 53 67
9 63 46
62 92 54
37 68 88
69 90 95
27 86 37
53 75 43
88 91 24
19 73 21
3 79 92
20 90 42
28 92 78
27 28 32
27 88 83
67 86 69
1 41 72
9 58 52
27 30 78
76 81 96
27 40 42
18 53 79
36 59 99
7 39 82
59 66 13
19 87 77
60 68 90
58 62 18
27 42 88
0 43 87
61 82 49
67 81 75
10 12 88
34 55 73
85 91 40
24 62 42
59 78 23
26 59 28
0 55 97
15 45 31
19 82 83
68 73 50
7 34 88
1 48 88
43 91 74
61 77 55
46 67 7
35 90 95
63 79 14
8 61 46
31 55 89
30 79 69
67 88 91
50 56 18
51 58 95
48 76 3
5 8 78
22 38 78
25 73 53
21 36 1
21 77 2
30 31 28
31 48 49
4 8 47
30 72 29
0 2 62
49 92 8
23 35 33
19 89 99
78 83 4
70 72 61
46 74 23
22 33 84
74 79 65
32 75 7
24 64 64
23 88 44
46 76 69
13 50 67
12 74 47
21 33 53
47 56 34
14 71 33
18 77 18
54 69 19
15 47 53
22 86 95
72 92 10
49 89 60
4 15 63
14 83 43
32 70 13
8 32 1
12 28 52
12 69 53
74 84 35
6 83 53
20 24 64
14 85 89
37 53 75
38 68 23
4 66 1
6 25 48
9 48 6
29 53 85
46 83 85
29 51 12
21 40 69
14 78 49
3 45 2
8 27 7
47 65 96
10 43 43
44 83 4
37 48 81
54 78 81
64 86 10
77 83 77
3 57 12
39 75 70
43 81 55
17 58 74
12 76 69
35 68 39
38 75 39
1 79 43
15 20 54
49 60 15
44 78 10
17 51 34
34 81 34
21 47 85
25 53 70
1 21 38
36 37 19
40 43 4
3 11 17
7 58 3
13 47 95
10 91 60
61 64 88
23 25 14
1 74 49
26 46 34
45 68 86
50 91 92
7 70 13
16 29 19
12 83 85
27 73 19
19 21 75
1 76 95
36 92 76
51 82 10
1 86 59
8 87 7
33 71 29
7 14 54
0 86 28
77 85 99
24 54 18
29 77 24
27 87 75
34 42 55
37 72 20
65 88 42
69 84 93
73 90 78
0 40 33
9 59 90
23 73 4
11 25 9
33 68 81
15 34 86
31 88 66
71 86 52
15 32 13
56 72 88
28 67 19
33 80 91
30 64 5
48 70 25
23 29 82
40 59 82
7 33 80
12 15 85
24 63 80
39 55 87
31 42 71
6 68 13
15 87 70
37 38 35
38 55 56
3 39 75
78 79 99
22 25 60
56 65 21
57 82 42
40 71 92
33 75 97
22 76 25
47 89 11
0 90 96
4 55 80
48 65 31
20 21 34
37 91 46
59 84 1
39 50 93
58 70 72
62 76 57
6 63 19
7 40 96
72 86 32
46 63 51
63 92 62
26 36 15
0 13 34
11 85 9
13 78 50
54 56 1
37 86 52
22 73 77
62 71 63
44 84 93
48 72 47
18 76 10
20 69 51
11 41 87
26 31 21
43 61 21
62 83 73
10 76 20
2 24 76
19 54 76
68 86 44
37 40 57
20 71 97
17 89 5
35 60 42
26 33 67
12 68 45
17 91 51
18 71 16
23 53 21
19 47 36
8 74 40
26 45 77
62 78 79
33 58 62
19 59 46
41 52 1
36 89 46
43 68 37
47 74 22
17 45 56
52 87 94
14 48 20
15 65 41
19 61 92
42 68 6
43 70 83
5 72 10
41 64 11
28 30 62
9 83 5
46 77 83
50 83 68
77 82 69
49 66 47
17 57 66
18 78 32
24 36 57
40 90 37
42 80 16
66 91 80
15 19 46
0 68 40
66 89 7
52 92 64
0 78 4
5 26 15
1 80 81
23 72 47
43 75 53
16 76 52
48 57 58
21 58 57
32 42 6
15 72 57
23 74 93
59 66 94
46 53 32
32 44 52
66 84 13
65 80 18
0 73 10
23 67 53
9 92 67
41 73 73
63 65 39
7 71 51
29 64 6
13 70 77
16 30 57
82 92 25
19 32 47
32 56 62
71 78 28
23 69 99
63 67 85
21 63 27
3 77 46
4 91 5
22 63 31
29 76 16
36 55 7
6 11 97
41 68 79
7 66 57
12 48 62
11 31 41
13 63 10
15 21 68
3 31 51
9 68 16
5 88 88
29 32 94
11 65 2
29 71 22
65 89 80
13 75 20
14 57 58
36 69 63
3 24 11
11 26 47
39 42 69
10 22 52
64 65 19
3 26 57
21 72 89
4 40 16
35 86 3
35 45 2
28 49 7
13 31 98
0 46 11
35 47 48
19 34 69
42 60 33
22 65 53
26 71 38
18 19 94
28 61 17
29 78 38
33 84 23
38 56 94
13 82 36
17 88 21
4 54 72
19 85 7
12 50 84
26 83 48
1 2 93
2 16 52
7 39 58
8 15 78
37 73 34
9 70 38
25 83 17
49 53 80
12 62 94
0 12 26
2 69 63
8 27 88
22 41 2
27 54 74
32 36 79
15 45 7
60 90 40
33 91 39
51 63 65
37 87 90
25 78 23
57 59 29
41 46 50
58 76 50
11 40 79
16 22 84
16 63 85
60 92 86
26 30 13
17 37 32
16 61 12
2 23 68
2 64 69
82 86 98
58 88 60
44 78 91
49 60 96
10 77 58
37 51 29
4 25 27
55 74 20
24 88 84
7 58 84
60 87 92
22 48 18
17 92 89
2 18 74
32 82 23
19 58 8
51 70 81
52 84 40
25 85 39
22 50 64
24 81 44
30 84 15
35 56 86
15 64 33
14 88 13
28 29 24
24 83 90
4 22 79
66 78 62
10 53 7
5 71 2
57 61 51
61 67 36
40 89 29
12 86 33
13 62 53
31 74 91
66 90 72
14 83 19
15 59 39
54 81 5
55 83 82
3 69 22
38 85 3
57 73 61
5 66 8
14 44 64
85 88 37
47 80 30
21 57 49
52 62 35
5 68 54
6 44 74
39 80 40
12 81 39
12 40 38
48 58 96
84 91 98
50 89 76
19 79 80
3 23 27
39 82 86
56 92 47
5 80 64
47 75 36
61 76 98
3 76 38
61 86 62
47 77 82
45 71 10
46 47 30
2 44 86
54 90 67
21 64 65
25 70 50
69 80 1
28 43 56
8 51 3
12 47 54
12 88 55
17 70 60
35 41 97
47 89 92
30 59 92
16 53 39
23 32 30
35 80 25
5 87 80
19 28 91
1 33 24
18 62 35
10 11 80
8 46 9
7 89 39
17 24 65
16 48 45
10 62 45
27 92 45
49 84 11
67 90 31
59 79 88
69 87 17
43 49 92
1 45 34
41 43 20
44 63 51
45 80 72
16 60 55
0 45 3
36 63 61
41 45 66
47 48 37
26 70 30
66 68 16
18 59 87
25 72 72
9 76 70
76 80 64
12 18 9
60 84 62
16 55 61
18 71 97
75 80 33
31 47 41
33 37 20
37 43 5
74 78 84
32 74 26
47 55 53
17 26 87
0 54 65
67 92 53
38 72 36
12 15 61
74 90 94
12 25 25
17 38 97
53 64 16
21 83 10
75 87 49
58 77 88
20 79 15
55 61 2
30 78 37
66 70 38
33 44 36
65 66 43
37 91 22
38 67 42
4 65 20
40 83 78
23 92 6
28 74 11
46 80 31
65 68 89
0 30 14
31 66 67
48 77 17
15 51 15
12 22 77
29 52 77
24 70 72
62 88 43
49 54 94
6 75 5
28 86 21
14 77 41
37 45 27
35 65 12
21 49 25
77 80 23
13 49 35
32 37 93
36 43 78
88 89 59
2 41 56
37 57 37
3 58 77
55 70 64
14 89 51
45 72 99
4 14 31
9 56 87
19 64 16
24 46 21
12 29 93
28 83 73
28 42 72
26 43 7
10 88 6
19 66 62
25 62 26
58 60 53
44 50 84
61 80 84
44 91 85
28 35 32
11 65 83
77 87 39
26 55 17
0 32 36
17 62 36
16 86 16
36 50 94
70 90 55
2 89 73
8 86 26
12 82 77
1 83 5
18 44 47
33 70 48
56 62 18
57 79 39
4 81 98
6 7 5
19 71 32
41 83 37
55 89 90
33 72 94
16 40 21
43 80 23
10 54 21
27 84 21
14 60 6
15 36 26
19 73 78
7 25 83
39 45 17
12 87 47
56 57 24
41 78 43
63 70 9
72 83 29
42 92 2
10 49 27
15 31 32
14 55 12
15 91 83
1 92 67
41 71 3
10 51 73
13 27 6
43 87 39
17 23 57
17 64 58
23 26 28
7 32 99
72 78 35
59 78 80
7 71 27
42 87 8
26 59 85
31 41 90
13 29 52
83 87 71
15 86 89
67 91 69
38 52 2
22 24 79
32 66 2
41 85 59
7 83 37
11 89 22
15 38 48
6 62 38
10 27 22
15 40 94
80 85 41
54 62 60
29 88 2
16 54 53
21 36 58
48 76 60
4 6 58
56 78 96
23 33 44
40 63 44
8 54 63
46 72 34
18 22 18
72 87 97
3 43 37
38 59 18
42 65 3
56 71 56
22 31 95
10 22 28
62 68 9
7 90 53
32 75 64
36 81 49
2 79 27
11 38 33
12 14 53
43 60 40
47 56 91
83 89 93
26 88 18
62 80 19
14 71 90
19 53 95
38 73 74
86 89 10
58 86 14
72 92 67
22 84 79
12 67 64
13 43 84
28 80 43
11 91 44
36 76 55
3 50 53
2 74 33
43 74 96
49 51 10
62 75 25
66 81 10
34 72 29
25 44 65
1 12 33
29 51 69
22 89 49
17 42 2
1 14 79
32 53 59
2 28 38
34 84 39
68 90 6
11 47 95
22 91 95
44 83 61
24 91 8
29 44 29
33 50 14
17 54 12
35 66 50
4 61 64
24 33 3
8 37 1
8 78 2
26 90 40
18 38 96
50 92 24
32 41 25
35 61 56
18 89 34
20 82 75
42 74 41
73 79 27
30 50 30
44 90 77
0 31 28
17 61 28
26 46 91
24 40 19
7 70 70
16 29 76
39 90 4
31 79 61
67 71 62
32 55 81
20 46 14
51 82 67
6 8 70
49 67 88
43 79 15
40 50 77
23 78 55
41 65 25
29 77 81
39 44 9
49 79 98
21 74 29
24 47 35
6 61 54
63 69 1
5 85 34
0 40 90
4 46 75
20 53 30
24 49 81
29 31 86
13 16 34
6 13 13
2 8 55
4 39 35
47 92 16
48 68 36
46 54 46
30 64 62
35 46 67
9 23 86
10 72 9
87 92 48
19 31 15
37 77 47
19 91 66
20 67 86
3 76 14
39 53 71
22 64 72
79 92 58
10 14 4
28 60 36
45 90 36
37 38 92
47 87 22
20 60 46
36 73 25
71 89 6
63 78 63
3 88 24
17 29 35
31 35 88
3 32 92
20 62 92
54 61 52
21 76 51
44 68 21
49 91 27
80 86 79
54 63 98
0 11 45
17 41 45
4 7 96
4 48 97
52 83 83
35 51 10
7 89 15
0 13 91
12 61 86
10 21 20
10 81 71
17 34 5
21 30 56
68 89 22
3 44 75
1 64 60
18 74 21
9 81 40
8 77 45
43 59 32
16 60 31
17 36 51
52 78 89
0 64 29
86 90 75
3 37 35
59 89 1
46 68 78
11 90 36
12 66 56
17 89 62
25 31 47
25 91 98
14 34 21
31 64 21
19 47 93
25 43 57
6 34 31
14 36 67
76 92 50
43 66 48
0 71 45
12 32 41
26 38 94
78 84 75
48 50 99
58 92 22
44 82 53
14 48 77
1 66 82
6 48 87
41 64 68
9 83 62
16 21 52
26 89 32
0 66 51
38 84 22
25 50 73
7 64 92
5 24 26
5 65 27
22 54 26
58 87 28
14 43 83
65 85 69
38 86 68
21 56 68
0 78 61
53 76 2
6 43 93
12 39 57
11 63 37
13 54 5
4 26 41
40 44 99
3 22 46
